ID,Line
38093,_Mar._                  Perhaps all's over; but
38094,"I will not deem it: he hath nerved himself,"
38095,And now defies them.
38096,                   _Enter an Officer hastily_.
38097,"_Mem._            How now, friend, what seek you?"
38098,_Offi._ A leech. The prisoner has fainted.            [_Exit Officer_.
38099,"_Mem._                                     Lady,"
38100,'Twere better to retire.
38101,"_Sen._ (_offering to assist her_), I pray thee do so."
38102,_Mar._ Off! _I_ will tend him.
38103,"_Mem._                        You! Remember, lady!"
38104,Ingress is given to none within those chambers
38105,"Except ""the Ten,"" and their familiars."
38106,"_Mar._                                 Well,"
38107,I know that none who enter there return
38108,As they have entered--many never; but
38109,They shall not balk my entrance.
38110,_Mem._                          Alas! this
38111,"Is but to expose yourself to harsh repulse,"
38112,And worse suspense.
38113,_Mar._             Who shall oppose me?
38114,_Mem._                                 They
38115,Whose duty 'tis to do so.
38116,_Mar._                   'Tis _their_ duty
38117,"To trample on all human feelings, all"
38118,"Ties which bind man to man, to emulate"
38119,The fiends who will one day requite them in
38120,Variety of torturing! Yet I'll pass.
38121,_Mem._ It is impossible.
38122,_Mar._                 That shall be tried.
38123,Despair defies even despotism: there is
38124,That in my heart would make its way through hosts
38125,With levelled spears; and think you a few jailors
38126,"Shall put me from my path? Give me, then, way;"
38127,This is the Doge's palace; I am wife
38128,"Of the Duke's son, the _innocent_ Duke's son,"
38129,And they shall hear this!
38130,_Mem._                   It will only serve
38131,More to exasperate his judges.
38132,_Mar._                        What
38133,Are _judges_ who give way to anger? they
38134,Who do so are assassins. Give me way.                  [_Exit_ MARINA.
38135,_Sen._ Poor lady!
38136,_Mem._            'Tis mere desperation: she
38137,Will not be admitted o'er the threshold.
38138,_Sen._                                  And
38139,"Even if she be so, cannot save her husband."
38140,"But, see, the officer returns."
38141,             [_The Officer passes over the stage with another person_.
38142,_Mem._                        I hardly
38143,"Thought that ""the Ten"" had even this touch of pity,"
38144,Or would permit assistance to this sufferer.
38145,_Sen._ Pity! Is't pity to recall to feeling
38146,The wretch too happy to escape to Death
38147,"By the compassionate trance, poor Nature's last"
38148,Resource against the tyranny of pain?
38149,_Mem._ I marvel they condemn him not at once.
38150,"_Sen._ That's not their policy: they'd have him live,"
38151,"Because he fears not death; and banish him,"
38152,"Because all earth, except his native land,"
38153,"To him is one wide prison, and each breath"
38154,"Of foreign air he draws seems a slow poison,"
38155,Consuming but not killing.
38156,_Mem._                    Circumstance
38157,"Confirms his crimes, but he avows them not."
38158,"_Sen._ None, save the Letter, which, he says, was written"
38159,"Addressed to Milan's duke, in the full knowledge"
38160,"That it would fall into the Senate's hands,"
38161,And thus he should be re-conveyed to Venice.
38162,_Mem._ But as a culprit.
38163,"_Sen._                  Yes, but to his country;"
38164,"And that was all he sought,--so he avouches."
38165,_Mem._ The accusation of the bribes was proved.
38166,"_Sen._ Not clearly, and the charge of homicide"
38167,Has been annulled by the death-bed confession
38168,"Of Nicolas Erizzo, who slew the late"
38169,"Chief of ""the Ten."""
38170,_Mem._            Then why not clear him?
38171,_Sen._                                    That
38172,They ought to answer; for it is well known
38173,"That Almoro Donato, as I said,"
38174,Was slain by Erizzo for private vengeance.
38175,_Mem._ There must be more in this strange process than
38176,The apparent crimes of the accused disclose--
38177,"But here come two of ""the Ten;"" let us retire."
38178,                                        [_Exeunt_ MEMMO _and Senator_.
38179,                _Enter_ LOREDANO _and_ BARBARIGO.
38180,_Bar._ (_addressing_ LOR.).
38181,"That were too much: believe me, 'twas not meet"
38182,The trial should go further at this moment.
38183,"_Lor._ And so the Council must break up, and Justice"
38184,"Pause in her full career, because a woman"
38185,Breaks in on our deliberations?
38186,"_Bar._                         No,"
38187,That's not the cause; you saw the prisoner's state.
38188,_Lor._ And had he not recovered?
38189,_Bar._                           To relapse
38190,Upon the least renewal.
38191,_Lor._                 'Twas not tried.
38192,_Bar._ 'Tis vain to murmur; the majority
38193,In council were against you.
38194,"_Lor._                      Thanks to _you_, sir,"
38195,"And the old ducal dotard, who combined"
38196,The worthy voices which o'er-ruled my own.
38197,_Bar._ I am a judge; but must confess that part
38198,"Of our stern duty, which prescribes the Question,"
38199,"And bids us sit and see its sharp infliction,"
38200,Makes me wish--
38201,_Lor._          What?
38202,"_Bar._               That _you_ would _sometimes_ feel,"
38203,As I do always.
38204,"_Lor._        Go to, you're a child,"
38205,"Infirm of feeling as of purpose, blown"
38206,"About by every breath, shook by a sigh,"
38207,And melted by a tear--a precious judge
38208,For Venice! and a worthy statesman to
38209,Be partner in my policy.
38210,_Bar._                  He shed
38211,No tears.
38212,_Lor._   He cried out twice.
38213,"_Bar._                      A Saint had done so,"
38214,"Even with the crown of Glory in his eye,"
38215,At such inhuman artifice of pain
38216,As was forced on him; but he did not cry
38217,"For pity; not a word nor groan escaped him,"
38218,"And those two shrieks were not in supplication,"
38219,"But wrung from pangs, and followed by no prayers."
38220,"_Lor._ He muttered many times between his teeth,"
38221,But inarticulately.
38222,_Bar._              That I heard not:
38223,You stood more near him.
38224,_Lor._                   I did so.
38225,"_Bar._                            Methought,"
38226,"To my surprise too, you were touched with mercy,"
38227,And were the first to call out for assistance
38228,When he was failing.
38229,_Lor._              I believed that swoon
38230,His last.
38231,_Bar._    And have I not oft heard thee name
38232,His and his father's death your nearest wish?
38233,"_Lor._ If he dies innocent, that is to say,"
38234,"With his guilt unavowed, he'll be lamented."
38235,"_Bar._ What, wouldst thou slay his memory?"
38236,_Lor._                                    Wouldst thou have
38237,"His state descend to his children, as it must,"
38238,If he die unattainted?
38239,_Bar._                War with _them_ too?
38240,"_Lor._ With all their house, till theirs or mine are nothing."
38241,"_Bar._ And the deep agony of his pale wife,"
38242,And the repressed convulsion of the high
38243,"And princely brow of his old father, which"
38244,"Broke forth in a slight shuddering, though rarely,"
38245,"Or in some clammy drops, soon wiped away"
38246,In stern serenity; these moved you not?
38247,                                                     [_Exit_ LOREDANO.
38248,"He's silent in his hate, as Foscari"
38249,Was in his suffering; and the poor wretch moved me
38250,More by his silence than a thousand outcries
38251,Could have effected. 'Twas a dreadful sight
38252,When his distracted wife broke through into
38253,"The hall of our tribunal, and beheld"
38254,"What we could scarcely look upon, long used"
38255,"To such sights. I must think no more of this,"
38256,Lest I forget in this compassion for
38257,"Our foes, their former injuries, and lose"
38258,The hold of vengeance Loredano plans
38259,For him and me; but mine would be content
38260,"With lesser retribution than he thirsts for,"
38261,And I would mitigate his deeper hatred
38262,"To milder thoughts; but, for the present, Foscari"
38263,"Has a short hourly respite, granted at"
38264,"The instance of the elders of the Council,"
38265,Moved doubtless by his wife's appearance in
38266,"The hall, and his own sufferings.--Lo! they come:"
38267,How feeble and forlorn! I cannot bear
38268,To look on them again in this extremity:
38269,"I'll hence, and try to soften Loredano."
38270,                                                    [_Exit_ BARBARIGO.
38271,ACT II.
38272,SCENE I.--_A hall in the_ DOGE'S _Palace_.
38273,                   _The_ DOGE _and a Senator_.
38274,_Sen._ Is it your pleasure to sign the report
38275,"Now, or postpone it till to-morrow?"
38276,_Doge_.                            Now;
38277,I overlooked it yesterday: it wants
38278,Merely the signature. Give me the pen--
38279,                          [_The_ DOGE _sits down and signs the paper_.
38280,"There, Signor."
38281,_Sen._ (_looking at the paper_). You have forgot; it is not signed.
38282,"_Doge_. Not signed? Ah, I perceive my eyes begin"
38283,To wax more weak with age. I did not see
38284,That I had dipped the pen without effect.
38285,"_Sen._ (_dipping the pen into the ink, and placing the paper"
38286,"before the_ DOGE). Your hand, too, shakes, my Lord: allow me, thus--"
38287,"_Doge_. 'Tis done, I thank you."
38288,_Sen._                          Thus the act confirmed
38289,"By you and by ""the Ten"" gives peace to Venice."
38290,_Doge_. 'Tis long since she enjoyed it: may it be
38291,As long ere she resume her arms!
38292,_Sen._                          'Tis almost
38293,Thirty-four years of nearly ceaseless warfare
38294,"With the Turk, or the powers of Italy;"
38295,The state had need of some repose.
38296,_Doge_.                            No doubt:
38297,"I found her Queen of Ocean, and I leave her"
38298,Lady of Lombardy; it is a comfort
38299,That I have added to her diadem
38300,The gems of Brescia and Ravenna; Crema
38301,And Bergamo no less are hers; her realm
38302,"By land has grown by thus much in my reign,"
38303,While her sea-sway has not shrunk.
38304,"_Sen._                           'Tis most true,"
38305,And merits all our country's gratitude.
38306,_Doge_. Perhaps so.
38307,_Sen._              Which should be made manifest.
38308,"_Doge_. I have not complained, sir."
38309,"_Sen._                              My good Lord, forgive me."
38310,_Doge_. For what?
38311,_Sen._            My heart bleeds for you.
38312,"_Doge_.                                  For me, Signor?"
38313,_Sen._ And for your----
38314,_Doge_.                 Stop!
38315,"_Sen._                       It must have way, my Lord:"
38316,I have too many duties towards you
38317,"And all your house, for past and present kindness,"
38318,Not to feel deeply for your son.
38319,_Doge_.                         Was this
38320,In your commission?
38321,"_Sen._             What, my Lord?"
38322,_Doge_.                          This prattle
38323,Of things you know not: but the treaty's signed;
38324,Return with it to them who sent you.
38325,_Sen._                              I
38326,"Obey. I had in charge, too, from the Council,"
38327,That you would fix an hour for their reunion.
38328,"_Doge_. Say, when they will--now, even at this moment,"
38329,If it so please them: I am the State's servant.
38330,_Sen._ They would accord some time for your repose.
38331,"_Doge_. I have no repose, that is, none which shall cause"
38332,The loss of an hour's time unto the State.
38333,"Let them meet when they will, I shall be found"
38334,"_Where_ I should be, and _what_ I have been ever."
38335,                       [_Exit Senator. The_ DOGE _remains in silence_.
38336,                      _Enter an Attendant_.
38337,_Att._ Prince!
38338,_Doge_.       Say on.
38339,_Att._               The illustrious lady Foscari
38340,Requests an audience.
38341,_Doge_.              Bid her enter. Poor
38342,Marina!
38343,           [_Exit Attendant. The_ DOGE _remains in silence as before_.
38344,                         _Enter MARINA_.
38345,"_Mar._      I have ventured, father, on"
38346,Your privacy.
38347,"_Doge_.      I have none from you, my child."
38348,"Command my time, when not commanded by"
38349,The State.
38350,_Mar._    I wished to speak to you of _him_.
38351,_Doge_. Your husband?
38352,_Mar._               And your son.
38353,"_Doge_.                           Proceed, my daughter!"
38354,"_Mar._ I had obtained permission from ""the Ten"""
38355,To attend my husband for a limited number
38356,Of hours.
38357,_Doge_.   You had so.
38358,_Mar._                'Tis revoked.
38359,_Doge_.                             By whom?
38360,"_Mar._ ""The Ten.""--When we had reached ""the Bridge of Sighs,"""
38361,"Which I prepared to pass with Foscari,"
38362,The gloomy guardian of that passage first
38363,Demurred: a messenger was sent back to
38364,"""The Ten;""--but as the Court no longer sate,"
38365,"And no permission had been given in writing,"
38366,"I was thrust back, with the assurance that"
38367,Until that high tribunal reassembled
38368,The dungeon walls must still divide us.
38369,"_Doge_.                                True,"
38370,The form has been omitted in the haste
38371,"With which the court adjourned; and till it meets,"
38372,'Tis dubious.
38373,"_Mar._       Till it meets! and when it meets,"
38374,They'll torture him again; and he and I
38375,Must purchase by renewal of the rack
38376,"The interview of husband and of wife,"
38377,The holiest tie beneath the Heavens!--Oh God!
38378,Dost thou see this?
38379,_Doge_.            Child--child----
38380,"_Mar._ (_abruptly_).        Call _me_ not ""child!"""
38381,You soon will have no children--you deserve none--
38382,"You, who can talk thus calmly of a son"
38383,In circumstances which would call forth tears
38384,Of blood from Spartans! Though these did not weep
38385,"Their boys who died in battle, is it written"
38386,"That they beheld them perish piecemeal, nor"
38387,Stretched forth a hand to save them?
38388,_Doge_.                             You behold me:
38389,I cannot weep--I would I could; but if
38390,"Each white hair on this head were a young life,"
38391,"This ducal cap the Diadem of earth,"
38392,This ducal ring with which I wed the waves
38393,A talisman to still them--I'd give all
38394,For him.
38395,_Mar._  With less he surely might be saved.
38396,_Doge_. That answer only shows you know not Venice.
38397,"Alas! how should you? she knows not herself,"
38398,In all her mystery. Hear me--they who aim
38399,"At Foscari, aim no less at his father;"
38400,The sire's destruction would not save the son;
38401,"They work by different means to the same end,"
38402,And that is--but they have not conquered yet.
38403,_Mar._ But they have crushed.
38404,_Doge_.                        Nor crushed as yet--I live.
38405,"_Mar._ And your son,--how long will he live?"
38406,"_Doge_.                                       I trust,"
38407,"For all that yet is past, as many years"
38408,"And happier than his father. The rash boy,"
38409,"With womanish impatience to return,"
38410,Hath ruined all by that detected letter:
38411,"A high crime, which I neither can deny"
38412,"Nor palliate, as parent or as Duke:"
38413,"Had he but borne a little, little longer"
38414,"His Candiote exile, I had hopes--he has quenched them--"
38415,He must return.
38416,_Mar._         To exile?
38417,_Doge_.                 I have said it.
38418,_Mar._ And can I not go with him?
38419,_Doge_.                            You well know
38420,This prayer of yours was twice denied before
38421,"By the assembled ""Ten,"" and hardly now"
38422,"Will be accorded to a third request,"
38423,Since aggravated errors on the part
38424,Of your Lord renders them still more austere.
38425,"_Mar._ Austere? Atrocious! The old human fiends,"
38426,"With one foot in the grave, with dim eyes, strange"
38427,"To tears save drops of dotage, with long white"
38428,"And scanty hairs, and shaking hands, and heads"
38429,"As palsied as their hearts are hard, they counsel,"
38430,"Cabal, and put men's lives out, as if Life"
38431,Were no more than the feelings long extinguished
38432,In their accurséd bosoms.
38433,_Doge_.                  You know not----
38434,"_Mar._ I do--I do--and so should you, methinks--"
38435,That these are demons: could it be else that
38436,"Men, who have been of women born and suckled--"
38437,"Who have loved, or talked at least of Love--have given"
38438,Their hands in sacred vows--have danced their babes
38439,"Upon their knees, perhaps have mourned above them--"
38440,"In pain, in peril, or in death--who are,"
38441,"Or were, at least in seeming, human, could"
38442,"Do as they have done by yours, and you yourself--"
38443,"_You_, who abet them?"
38444,"_Doge_.              I forgive this, for"
38445,You know not what you say.
38446,"_Mar._                    _You_ know it well,"
38447,And feel it nothing.
38448,"_Doge_.             I have borne so much,"
38449,That words have ceased to shake me.
38450,"_Mar._                             Oh, no doubt!"
38451,"You have seen your son's blood flow, and your flesh shook not;"
38452,"And after that, what are a woman's words?"
38453,"No more than woman's tears, that they should shake you."
38454,"_Doge_. Woman, this clamorous grief of thine, I tell thee,"
38455,Is no more in the balance weighed with that
38456,"Which----but I pity thee, my poor Marina!"
38457,"_Mar._ Pity my husband, or I cast it from me;"
38458,Pity thy son! _Thou_ pity!--'tis a word
38459,Strange to thy heart--how came it on thy lips?
38460,"_Doge_. I must bear these reproaches, though they wrong me."
38461,Couldst thou but read----
38462,"_Mar._                   'Tis not upon thy brow,"
38463,"Nor in thine eyes, nor in thine acts,--where then"
38464,Should I behold this sympathy? or shall?
38465,_Doge_ (_pointing downwards_). There.
38466,_Mar._                               In the earth?
38467,_Doge_.                                 To which I am tending: when
38468,"It lies upon this heart, far lightlier, though"
38469,"Loaded with marble, than the thoughts which press it"
38470,"Now, you will know me better."
38471,"_Mar._                       Are you, then,"
38472,"Indeed, thus to be pitied?"
38473,_Doge_.                   Pitied! None
38474,"Shall ever use that base word, with which men"
38475,"Cloak their soul's hoarded triumph, as a fit one"
38476,"To mingle with my name; that name shall be,"
38477,"As far as _I_ have borne it, what it was"
38478,When I received it.
38479,_Mar._             But for the poor children
38480,"Of him thou canst not, or thou wilt not save,"
38481,You were the last to bear it.
38482,_Doge_.                      Would it were so!
38483,Better for him he never had been born;
38484,Better for me.--I have seen our house dishonoured.
38485,"_Mar._ That's false! A truer, nobler, trustier heart,"
38486,"More loving, or more loyal, never beat"
38487,Within a human breast. I would not change
38488,"My exiled, persecuted, mangled husband,"
38489,"Oppressed but not disgraced, crushed, overwhelmed,"
38490,"Alive, or dead, for Prince or Paladin"
38491,"In story or in fable, with a world"
38492,To back his suit. Dishonoured!--_he_ dishonoured!
38493,"I tell thee, Doge, 'tis Venice is dishonoured;"
38494,"His name shall be her foulest, worst reproach,"
38495,"For what he suffers, not for what he did."
38496,"'Tis ye who are all traitors, Tyrant!--ye!"
38497,Did you but love your Country like this victim
38498,"Who totters back in chains to tortures, and"
38499,"Submits to all things rather than to exile,"
38500,"You'd fling yourselves before him, and implore"
38501,His grace for your enormous guilt.
38502,_Doge_.                            He was
38503,Indeed all you have said. I better bore
38504,"The deaths of the two sons Heaven took from me,"
38505,Than Jacopo's disgrace.
38506,_Mar._                 That word again?
38507,_Doge_. Has he not been condemned?
38508,_Mar._                            Is none but guilt so?
38509,_Doge_. Time may restore his memory--I would hope so.
38510,"He was my pride, my----but 'tis useless now--"
38511,"I am not given to tears, but wept for joy"
38512,When he was born: those drops were ominous.
38513,"_Mar._ I say he's innocent! And were he not so,"
38514,Is our own blood and kin to shrink from us
38515,In fatal moments?
38516,_Doge_.          I shrank not from him:
38517,But I have other duties than a father's;
38518,The state would not dispense me from those duties;
38519,"Twice I demanded it, but was refused:"
38520,They must then be fulfilled.
38521,                      _Enter an Attendant_.
38522,_Att._                     A message from
38523,"""The Ten."""
38524,_Doge_.   Who bears it?
38525,_Att._                 Noble Loredano.
38526,_Doge_. He!--but admit him.                         [_Exit Attendant_.
38527,_Mar._                      Must I then retire?
38528,"_Doge_. Perhaps it is not requisite, if this"
38529,"Concerns your husband, and if not----Well, Signor,"
38530,                                            [_To_ LOREDANO _entering_.
38531,Your pleasure?
38532,"_Lor._        I bear that of ""the Ten."""
38533,_Doge_.                                They
38534,Have chosen well their envoy.
38535,_Lor._                       'Tis _their_ choice
38536,Which leads me here.
38537,"_Doge_.            It does their wisdom honour,"
38538,And no less to their courtesy.--Proceed.
38539,_Lor._ We have decided.
38540,_Doge_.                  We?
38541,"_Lor._                       ""The Ten"" in council."
38542,"_Doge_. What! have they met again, and met without"
38543,Apprising me?
38544,"_Lor._       They wished to spare your feelings,"
38545,No less than age.
38546,_Doge_.           That's new--when spared they either?
38547,"I thank them, notwithstanding."
38548,_Lor._                       You know well
38549,"That they have power to act at their discretion,"
38550,With or without the presence of the Doge.
38551,"_Doge_. 'Tis some years since I learned this, long before"
38552,"I became Doge, or dreamed of such advancement."
38553,"You need not school me, Signor; I sate in"
38554,That Council when you were a young patrician.
38555,"_Lor._ True, in my father's time; I have heard him and"
38556,"The Admiral, his brother, say as much."
38557,Your Highness may remember them; they both
38558,Died suddenly.
38559,"_Doge_.       And if they did so, better"
38560,So die than live on lingeringly in pain.
38561,_Lor._ No doubt: yet most men like to live their days out.
38562,_Doge_. And did not they?
38563,"_Lor._                   The Grave knows best: they died,"
38564,"As I said, suddenly."
38565,"_Doge_.             Is that so strange,"
38566,That you repeat the word emphatically?
38567,"_Lor._ So far from strange, that never was there death"
38568,In my mind half so natural as theirs.
38569,Think _you_ not so?
38570,_Doge_.              What should I think of mortals?
38571,_Lor._ That they have mortal foes.
38572,_Doge_.                           I understand you;
38573,"Your sires were mine, and you are heir in all things."
38574,_Lor._ You best know if I should be so.
38575,_Doge_.                                  I do.
38576,"Your fathers were my foes, and I have heard"
38577,Foul rumours were abroad; I have also read
38578,"Their epitaph, attributing their deaths"
38579,To poison. 'Tis perhaps as true as most
38580,"Inscriptions upon tombs, and yet no less"
38581,A fable.
38582,_Lor._   Who dares say so?
38583,_Doge_.                   I!----'Tis true
38584,"Your fathers were mine enemies, as bitter"
38585,"As their son e'er can be, and I no less"
38586,Was theirs; but I was _openly_ their foe:
38587,"I never worked by plot in Council, nor"
38588,"Cabal in commonwealth, nor secret means"
38589,Of practice against life by steel or drug.
38590,The proof is--your existence.
38591,_Lor._                       I fear not.
38592,"_Doge_. You have no cause, being what I am; but were I"
38593,"That you would have me thought, you long ere now"
38594,Were past the sense of fear. Hate on; I care not.
38595,_Lor._ I never yet knew that a noble's life
38596,"In Venice had to dread a Doge's frown,"
38597,"That is, by open means."
38598,"_Doge_.                But I, good Signor,"
38599,"Am, or at least _was_, more than a mere duke,"
38600,"In blood, in mind, in means; and that they know"
38601,"Who dreaded to elect me, and have since"
38602,"Striven all they dare to weigh me down: be sure,"
38603,"Before or since that period, had I held you"
38604,"At so much price as to require your absence,"
38605,A word of mine had set such spirits to work
38606,As would have made you nothing. But in all things
38607,I have observed the strictest reverence;
38608,"Not for the laws alone, for those _you_ have strained"
38609,(I do not speak of _you_ but as a single
38610,Voice of the many) somewhat beyond what
38611,"I could enforce for my authority,"
38612,"Were I disposed to brawl; but, as I said,"
38613,"I have observed with veneration, like"
38614,"A priest's for the High Altar, even unto"
38615,"The sacrifice of my own blood and quiet,"
38616,"Safety, and all save honour, the decrees,"
38617,"The health, the pride, and welfare of the State."
38618,"And now, sir, to your business."
38619,"_Lor._                        'Tis decreed,"
38620,"That, without further repetition of"
38621,"The Question, or continuance of the trial,"
38622,"Which only tends to show how stubborn guilt is,"
38623,"(""The Ten,"" dispensing with the stricter law"
38624,Which still prescribes the Question till a full
38625,"Confession, and the prisoner partly having"
38626,Avowed his crime in not denying that
38627,"The letter to the Duke of Milan's his),"
38628,"James Foscari return to banishment,"
38629,And sail in the same galley which conveyed him.
38630,_Mar._ Thank God! At least they will not drag him more
38631,Before that horrible tribunal. Would he
38632,"But think so, to my mind the happiest doom,"
38633,"Not he alone, but all who dwell here, could"
38634,"Desire, were to escape from such a land."
38635,"_Doge_. That is not a Venetian thought, my daughter."
38636,"_Mar._ No, 'twas too human. May I share his exile?"
38637,"_Lor._ Of this ""the Ten"" said nothing."
38638,_Mar._                                 So I thought!
38639,"That were too human, also. But it was not"
38640,Inhibited?
38641,_Lor._    It was not named.
38642,"_Mar. (to the Doge_).      Then, father,"
38643,Surely you can obtain or grant me thus much:
38644,                                                       [_To_ LOREDANO.
38645,"And you, sir, not oppose my prayer to be"
38646,Permitted to accompany my husband.
38647,_Doge_. I will endeavour.
38648,"_Mar._                   And you, Signor?"
38649,_Lor._                                   Lady!
38650,'Tis not for me to anticipate the pleasure
38651,Of the tribunal.
38652,_Mar._          Pleasure! what a word
38653,To use for the decrees of----
38654,"_Doge_.                   Daughter, know you"
38655,In what a presence you pronounce these things?
38656,_Mar._ A Prince's and his subject's.
38657,_Lor._                               Subject!
38658,_Mar._                                       Oh!
38659,"It galls you:--well, you are his equal, as"
38660,"You think; but that you are not, nor would be,"
38661,"Were he a peasant:--well, then, you're a Prince,"
38662,A princely noble; and what then am I?
38663,_Lor._ The offspring of a noble house.
38664,_Mar._                                And wedded
38665,"To one as noble. What, or whose, then, is"
38666,The presence that should silence my free thoughts?
38667,_Lor._ The presence of your husband's Judges.
38668,_Doge_.                                       And
38669,The deference due even to the lightest word
38670,That falls from those who rule in Venice.
38671,_Mar._                                    Keep
38672,"Those maxims for your mass of scared mechanics,"
38673,"Your merchants, your Dalmatian and Greek slaves,"
38674,"Your tributaries, your dumb citizens,"
38675,"And masked nobility, your sbirri, and"
38676,"Your spies, your galley and your other slaves,"
38677,"To whom your midnight carryings off and drownings,"
38678,"Your dungeons next the palace roofs, or under"
38679,"The water's level; your mysterious meetings,"
38680,"And unknown dooms, and sudden executions,"
38681,"Your ""Bridge of Sighs,"" your strangling chamber, and"
38682,"Your torturing instruments, have made ye seem"
38683,The beings of another and worse world!
38684,Keep such for them: I fear ye not. I know ye;
38685,"Have known and proved your worst, in the infernal"
38686,Process of my poor husband! Treat me as
38687,"Ye treated him:--you did so, in so dealing"
38688,"With him. Then what have I to fear _from_ you,"
38689,"Even if I were of fearful nature, which"
38690,I trust I am not?
38691,"_Doge_.          You hear, she speaks wildly."
38692,"_Mar._ Not wisely, yet not wildly."
38693,_Lor._                             Lady! words
38694,Uttered within these walls I bear no further
38695,"Than to the threshold, saving such as pass"
38696,Between the Duke and me on the State's service.
38697,Doge! have you aught in answer?
38698,_Doge_.                        Something from
38699,The Doge; it may be also from a parent.
38700,_Lor._ My mission _here_ is to the _Doge_.
38701,_Doge_.                                   Then say
38702,"The Doge will choose his own ambassador,"
38703,Or state in person what is meet; and for
38704,The father----
38705,_Lor._        I remember _mine_.--Farewell!
38706,"I kiss the hands of the illustrious Lady,"
38707,And bow me to the Duke.                              [_Exit_ LOREDANO.
38708,_Mar._                 Are you content?
38709,_Doge_. I am what you behold.
38710,_Mar._                       And that's a mystery.
38711,_Doge_. All things are so to mortals; who can read them
38712,"Save he who made? or, if they can, the few"
38713,"And gifted spirits, who have studied long"
38714,"That loathsome volume--man, and pored upon"
38715,"Those black and bloody leaves, his heart and brain,"
38716,But learn a magic which recoils upon
38717,The adept who pursues it: all the sins
38718,"We find in others, Nature made our own;"
38719,All our advantages are those of Fortune;
38720,"Birth, wealth, health, beauty, are her accidents,"
38721,"And when we cry out against Fate, 'twere well"
38722,We should remember Fortune can take nought
38723,"Save what she _gave_--the rest was nakedness,"
38724,"And lusts, and appetites, and vanities,"
38725,"The universal heritage, to battle"
38726,"With as we may, and least in humblest stations,"
38727,"Where Hunger swallows all in one low want,"
38728,"And the original ordinance, that man"
38729,"Must sweat for his poor pittance, keeps all passions"
38730,"Aloof, save fear of famine! All is low,"
38731,"And false, and hollow--clay from first to last,"
38732,The Prince's urn no less than potter's vessel.
38733,"Our Fame is in men's breath, our lives upon"
38734,Less than their breath; our durance upon days
38735,Our days on seasons; our whole being on
38736,"Something which is not _us_!--So, we are slaves,"
38737,The greatest as the meanest--nothing rests
38738,Upon our will; the will itself no less
38739,Depends upon a straw than on a storm;
38740,"And when we think we lead, we are most led,"
38741,"And still towards Death, a thing which comes as much"
38742,"Without our act or choice as birth, so that"
38743,"Methinks we must have sinned in some old world,"
38744,"And _this_ is Hell: the best is, that it is not"
38745,Eternal.
38746,_Mar._ These are things we cannot judge
38747,On earth.
38748,"_Doge_. And how then shall we judge each other,"
38749,"Who are all earth, and I, who am called upon"
38750,To judge my son? I have administered
38751,My country faithfully--victoriously--
38752,"I dare them to the proof, the _chart_ of what"
38753,She was and is: my reign has doubled realms;
38754,"And, in reward, the gratitude of Venice"
38755,"Has left, or is about to leave, _me_ single."
38756,"_Mar._ And Foscari? I do not think of such things,"
38757,So I be left with him.
38758,_Doge_.               You shall be so;
38759,Thus much they cannot well deny.
38760,_Mar._                          And if
38761,"They should, I will fly with him."
38762,_Doge_.                         That can ne'er be.
38763,And whither would you fly?
38764,"_Mar._                    I know not, reck not--"
38765,"To Syria, Egypt, to the Ottoman--"
38766,"Any where, where we might respire unfettered,"
38767,"And live nor girt by spies, nor liable"
38768,To edicts of inquisitors of state.
38769,"_Doge_. What, wouldst thou have a renegade for husband,"
38770,And turn him into traitor?
38771,_Mar._                    He is none!
38772,"The Country is the traitress, which thrusts forth"
38773,Her best and bravest from her. Tyranny
38774,Is far the worst of treasons. Dost thou deem
38775,None rebels except subjects? The Prince who
38776,Neglects or violates his trust is more
38777,A brigand than the robber-chief.
38778,_Doge_.                          I cannot
38779,Charge me with such a breach of faith.
38780,_Mar_                                 No; thou
38781,"Observ'st, obey'st such laws as make old Draco's"
38782,A code of mercy by comparison.
38783,_Doge_. I found the law; I did not make it. Were I
38784,"A subject, still I might find parts and portions"
38785,"Fit for amendment; but as Prince, I never"
38786,"Would change, for the sake of my house, the charter"
38787,Left by our fathers.
38788,_Mar._              Did they make it for
38789,The ruin of their children?
38790,"_Doge_.                    Under such laws, Venice"
38791,Has risen to what she is--a state to rival
38792,"In deeds, and days, and sway, and, let me add,"
38793,In glory (for we have had Roman spirits
38794,"Amongst us), all that history has bequeathed"
38795,"Of Rome and Carthage in their best times, when"
38796,The people swayed by Senates.
38797,"_Mar._                       Rather say,"
38798,Groaned under the stern Oligarchs.
38799,_Doge_.                           Perhaps so;
38800,But yet subdued the World: in such a state
38801,"An individual, be he richest of"
38802,"Such rank as is permitted, or the meanest,"
38803,"Without a name, is alike nothing, when"
38804,"The policy, irrevocably tending"
38805,"To one great end, must be maintained in vigour."
38806,_Mar._ This means that you are more a Doge than father.
38807,"_Doge_. It means, I am more citizen than either."
38808,If we had not for many centuries
38809,"Had thousands of such citizens, and shall,"
38810,"I trust, have still such, Venice were no city."
38811,_Mar._ Accurséd be the city where the laws
38812,Would stifle Nature's!
38813,_Doge_.               Had I as many sons
38814,"As I have years, I would have given them all,"
38815,"Not without feeling, but I would have given them"
38816,"To the State's service, to fulfil her wishes,"
38817,"On the flood, in the field, or, if it must be,"
38818,"As it, alas! has been, to ostracism,"
